#
# Transition date estimate for NEON.D07.MLBS.DP1.00033
#
# Site: NEON.D07.MLBS.DP1.00033
# Veg Type: DB
# ROI ID Number: 2000
# Aggregation period: 3day
# Year min: 2018
# Year max: 2024
# Final Processing Date: 2025-03-28
# Final Processing Time: 10:46:09
# Spline RMSE gcc_mean: 0.00197
# Spline RMSE gcc_50: 0.00267
# Spline RMSE gcc_75: 0.00151
# Spline RMSE gcc_90: 0.00163
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
NEON.D07.MLBS.DP1.00033,DB,2000,rising,gcc_mean,2019-05-03,2019-05-06,2019-05-10,2019-05-02,2019-05-05,2019-05-09,2019-05-05,2019-05-07,2019-05-11,0.34163,0.35049,0.36725,0.33719,0.39666
NEON.D07.MLBS.DP1.00033,DB,2000,rising,gcc_mean,2020-05-22,2020-05-26,2020-05-31,2020-05-19,2020-05-25,2020-05-30,2020-05-25,2020-05-28,2020-06-01,0.34488,0.35252,0.37417,0.33919,0.40599
NEON.D07.MLBS.DP1.00033,DB,2000,rising,gcc_mean,2021-05-16,2021-05-19,2021-05-23,2021-05-15,2021-05-18,2021-05-22,2021-05-18,2021-05-21,2021-05-24,0.3447,0.35532,0.3796,0.33883,0.41442
NEON.D07.MLBS.DP1.00033,DB,2000,rising,gcc_mean,2022-05-12,2022-05-16,2022-05-21,2022-05-11,2022-05-15,2022-05-19,2022-05-14,2022-05-17,2022-05-22,0.3445,0.35565,0.3749,0.33858,0.40919
NEON.D07.MLBS.DP1.00033,DB,2000,rising,gcc_mean,2023-05-08,2023-05-11,2023-05-15,2023-05-07,2023-05-10,2023-05-13,2023-05-10,2023-05-12,2023-05-16,0.34263,0.35288,0.37265,0.33803,0.4005
NEON.D07.MLBS.DP1.00033,DB,2000,rising,gcc_mean,2024-04-30,2024-05-05,2024-05-11,2024-04-29,2024-05-04,2024-05-09,2024-05-02,2024-05-06,2024-05-12,0.34302,0.35496,0.37534,0.33791,0.40695
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_90,2024-10-05,2024-09-29,2024-09-15,2024-10-06,2024-09-30,2024-09-18,2024-10-03,2024-09-27,2024-09-13,0.35047,0.361,0.37954,0.34447,0.41279
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_90,2023-10-10,2023-10-03,2023-09-25,2023-10-11,2023-10-05,2023-09-27,2023-10-08,2023-10-01,2023-09-22,0.3537,0.36206,0.37727,0.34834,0.40604
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_90,2022-10-09,2022-10-06,2022-09-27,2022-10-10,2022-10-07,2022-09-29,2022-10-08,2022-10-04,2022-09-26,0.34157,0.35233,0.37493,0.33438,0.41347
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_90,2021-10-19,2021-10-16,2021-10-02,2021-10-20,2021-10-17,2021-10-07,2021-10-18,2021-10-14,2021-09-30,0.34199,0.35156,0.37375,0.33434,0.41236
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_90,2020-10-08,2020-10-05,2020-09-24,2020-10-09,2020-10-06,2020-09-27,2020-10-07,2020-10-03,2020-09-22,0.34832,0.35816,0.37746,0.34262,0.41128
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_90,2019-10-22,2019-10-17,2019-10-10,2019-10-23,2019-10-19,2019-10-12,2019-10-20,2019-10-15,2019-10-09,0.34759,0.35557,0.36929,0.34334,0.39294
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_90,2018-10-12,2018-09-20,2018-09-15,2018-10-13,2018-09-21,2018-09-16,2018-10-02,2018-09-18,2018-09-14,0.36693,0.37487,0.3888,0.36267,0.41413
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_75,2024-10-05,2024-09-29,2024-09-15,2024-10-06,2024-09-30,2024-09-17,2024-10-03,2024-09-27,2024-09-13,0.34897,0.35925,0.37586,0.34347,0.40796
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_75,2023-10-11,2023-10-04,2023-09-25,2023-10-12,2023-10-06,2023-09-27,2023-10-08,2023-10-01,2023-09-22,0.3508,0.35946,0.3741,0.34705,0.4007
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_75,2022-10-09,2022-10-06,2022-09-28,2022-10-10,2022-10-07,2022-09-30,2022-10-08,2022-10-04,2022-09-27,0.33886,0.34984,0.37165,0.3318,0.4093
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_75,2021-10-19,2021-10-15,2021-10-02,2021-10-20,2021-10-16,2021-10-04,2021-10-17,2021-10-13,2021-09-30,0.3406,0.35256,0.37188,0.33484,0.40891
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_75,2020-10-08,2020-10-05,2020-09-24,2020-10-09,2020-10-06,2020-09-27,2020-10-07,2020-10-03,2020-09-23,0.34696,0.35656,0.37594,0.34137,0.40856
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_75,2019-10-22,2019-10-16,2019-10-07,2019-10-23,2019-10-17,2019-10-10,2019-10-19,2019-10-13,2019-10-05,0.3459,0.35489,0.37124,0.34174,0.39866
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_75,2018-10-08,2018-09-20,2018-09-14,2018-10-12,2018-09-21,2018-09-16,2018-10-03,2018-09-18,2018-09-13,0.36497,0.37176,0.38724,0.36002,0.41154
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_50,2024-10-05,2024-09-29,2024-09-15,2024-10-06,2024-10-01,2024-09-18,2024-10-03,2024-09-27,2024-09-13,0.34768,0.35704,0.37234,0.34278,0.40109
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_50,2023-10-10,2023-10-02,2023-09-22,2023-10-11,2023-10-04,2023-09-25,2023-10-07,2023-09-30,2023-09-19,0.35116,0.359,0.37212,0.34755,0.39642
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_50,2022-10-09,2022-10-06,2022-09-29,2022-10-10,2022-10-07,2022-10-01,2022-10-08,2022-10-05,2022-09-28,0.33562,0.34695,0.36701,0.32871,0.40231
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_50,2021-10-18,2021-10-14,2021-09-30,2021-10-19,2021-10-15,2021-10-03,2021-10-16,2021-10-11,2021-09-29,0.34148,0.35167,0.37156,0.33637,0.40308
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_50,2020-10-08,2020-10-05,2020-09-25,2020-10-09,2020-10-06,2020-09-28,2020-10-07,2020-10-03,2020-09-23,0.34477,0.35441,0.37178,0.33911,0.40309
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_50,2019-10-19,2019-10-13,2019-10-05,2019-10-21,2019-10-15,2019-10-08,2019-10-16,2019-10-12,2019-09-26,0.34789,0.35618,0.36925,0.34362,0.39419
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_50,2018-09-21,2018-09-18,2018-09-11,2018-10-10,2018-09-19,2018-09-13,2018-09-20,2018-09-16,2018-09-09,0.36274,0.36809,0.3835,0.35835,0.40806
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_mean,2024-10-05,2024-09-29,2024-09-14,2024-10-07,2024-10-01,2024-09-17,2024-10-02,2024-09-27,2024-09-12,0.34745,0.35655,0.37185,0.34245,0.40021
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_mean,2023-10-10,2023-10-02,2023-09-21,2023-10-11,2023-10-05,2023-09-25,2023-10-07,2023-09-29,2023-09-19,0.35116,0.35886,0.37155,0.34751,0.39434
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_mean,2022-10-09,2022-10-06,2022-09-29,2022-10-10,2022-10-07,2022-10-01,2022-10-08,2022-10-04,2022-09-28,0.33611,0.34673,0.36649,0.32944,0.40145
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_mean,2021-10-18,2021-10-14,2021-10-01,2021-10-19,2021-10-15,2021-10-04,2021-10-16,2021-10-11,2021-09-30,0.34136,0.35147,0.36966,0.33641,0.40087
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_mean,2020-10-08,2020-10-05,2020-09-25,2020-10-09,2020-10-06,2020-09-28,2020-10-07,2020-10-03,2020-09-23,0.34423,0.35376,0.37011,0.33866,0.40063
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_mean,2019-10-19,2019-10-13,2019-10-03,2019-10-21,2019-10-15,2019-10-07,2019-10-16,2019-10-11,2019-09-26,0.34816,0.35581,0.36911,0.34356,0.39388
NEON.D07.MLBS.DP1.00033,DB,2000,falling,gcc_mean,2018-09-21,2018-09-17,2018-09-07,2018-10-11,2018-09-18,2018-09-10,2018-09-20,2018-09-14,2018-09-06,0.36258,0.3685,0.38276,0.3582,0.40473
