#
# Transition date estimate for NEON.D16.WREF.DP1.00033
#
# Site: NEON.D16.WREF.DP1.00033
# Veg Type: EN
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2018
# Year max: 2024
# Final Processing Date: 2025-03-28
# Final Processing Time: 15:56:36
# Spline RMSE gcc_mean: 0.00285
# Spline RMSE gcc_50: 0.00315
# Spline RMSE gcc_75: 0.00304
# Spline RMSE gcc_90: 0.00312
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
NEON.D16.WREF.DP1.00033,EN,1000,rising,gcc_mean,2018-03-02,2018-03-05,2018-04-10,2018-02-28,2018-03-03,2018-03-20,2018-03-03,2018-03-06,2018-04-21,0.35331,0.35713,0.3637,0.35157,0.3757
NEON.D16.WREF.DP1.00033,EN,1000,rising,gcc_mean,2019-03-15,2019-03-22,2019-04-11,2019-03-11,2019-03-17,2019-04-03,2019-03-19,2019-03-28,2019-04-22,0.353,0.35724,0.36401,0.35055,0.37738
NEON.D16.WREF.DP1.00033,EN,1000,rising,gcc_mean,2020-03-30,2020-04-08,2020-05-12,2020-02-18,2020-04-01,2020-04-16,2020-04-08,2020-04-17,2020-05-23,0.35826,0.36094,0.36597,0.35662,0.37521
NEON.D16.WREF.DP1.00033,EN,1000,rising,gcc_mean,2021-03-27,2021-04-08,2021-04-28,2021-03-07,2021-03-29,2021-04-17,2021-04-08,2021-04-18,2021-05-28,0.35758,0.36026,0.36526,0.35581,0.37441
NEON.D16.WREF.DP1.00033,EN,1000,rising,gcc_mean,2022-04-26,2022-05-18,2022-06-01,2022-04-16,2022-04-26,2022-05-23,2022-04-27,2022-05-25,2022-06-10,0.35801,0.36054,0.36474,0.35654,0.37288
NEON.D16.WREF.DP1.00033,EN,1000,rising,gcc_mean,2023-04-13,2023-04-20,2023-05-02,2023-03-21,2023-04-15,2023-04-26,2023-04-20,2023-04-26,2023-05-08,0.35178,0.35474,0.36043,0.34996,0.37037
NEON.D16.WREF.DP1.00033,EN,1000,rising,gcc_mean,2024-03-10,2024-03-15,2024-04-05,2024-03-09,2024-03-14,2024-04-04,2024-03-15,2024-03-22,2024-05-24,0.35023,0.35303,0.35807,0.34834,0.36778
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_90,2024-10-15,2024-09-24,2024-09-12,2024-12-04,2024-11-25,2024-09-20,2024-09-21,2024-09-16,2024-08-31,0.36246,0.36432,0.36846,0.36104,0.3753
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_90,2023-11-23,2023-10-22,2023-09-26,2023-12-01,2023-11-22,2023-10-14,2023-10-22,2023-10-12,2023-09-14,0.36075,0.36349,0.36845,0.35913,0.37757
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_90,2022-10-30,2022-10-19,2022-09-22,2022-11-20,2022-10-28,2022-10-03,2022-10-20,2022-10-02,2022-09-09,0.36165,0.36489,0.36991,0.36004,0.37976
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_90,2021-12-13,2021-12-10,2021-12-01,2021-12-15,2021-12-12,2021-12-05,2021-12-10,2021-12-06,2021-11-25,0.35606,0.35967,0.3671,0.35344,0.38071
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_90,2020-09-11,2020-09-06,2020-08-31,2020-11-27,2020-09-11,2020-09-04,2020-09-10,2020-09-03,2020-08-27,0.36732,0.36979,0.37486,0.36595,0.38296
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_90,2019-11-26,2019-10-23,2019-10-09,2019-12-04,2019-10-29,2019-10-17,2019-10-23,2019-10-16,2019-10-01,0.36395,0.36701,0.37277,0.36238,0.3826
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_90,2018-11-15,2018-11-12,2018-11-04,2018-11-21,2018-11-13,2018-11-05,2018-11-14,2018-11-11,2018-09-02,0.36407,0.36678,0.37198,0.36265,0.38123
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_75,2024-11-29,2024-10-01,2024-09-17,2024-12-08,2024-11-30,2024-09-26,2024-09-27,2024-09-20,2024-09-09,0.35927,0.36153,0.36525,0.35812,0.372
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_75,2023-11-23,2023-10-23,2023-09-26,2023-11-29,2023-11-23,2023-10-17,2023-11-15,2023-10-14,2023-09-15,0.35822,0.36088,0.36559,0.35656,0.37451
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_75,2022-11-26,2022-11-21,2022-10-12,2022-11-28,2022-11-25,2022-10-23,2022-11-22,2022-10-25,2022-10-01,0.353,0.35759,0.36426,0.35157,0.37683
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_75,2021-10-18,2021-10-11,2021-09-24,2021-12-03,2021-10-19,2021-10-08,2021-10-10,2021-10-02,2021-08-19,0.3654,0.36753,0.37139,0.36407,0.37856
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_75,2020-09-13,2020-09-07,2020-09-01,2020-11-29,2020-09-12,2020-09-05,2020-09-12,2020-09-03,2020-08-29,0.36394,0.36681,0.37186,0.36244,0.38
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_75,2019-11-26,2019-10-21,2019-10-07,2019-12-02,2019-11-25,2019-10-14,2019-11-17,2019-10-13,2019-10-01,0.36191,0.36506,0.37067,0.36028,0.38055
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_75,2018-11-16,2018-11-13,2018-11-04,2018-11-22,2018-11-16,2018-11-05,2018-11-15,2018-11-12,2018-08-26,0.36168,0.36412,0.36987,0.35983,0.37953
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_50,2022-11-27,2022-11-24,2022-10-16,2022-11-28,2022-11-25,2022-10-17,2022-11-24,2022-11-18,2022-10-04,0.34908,0.35285,0.36051,0.34696,0.37378
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_50,2018-11-19,2018-11-14,2018-11-04,2018-11-24,2018-11-18,2018-11-05,2018-11-18,2018-11-09,2018-09-09,0.35677,0.35995,0.3657,0.3551,0.37629
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_mean,2024-10-25,2024-09-30,2024-09-16,2024-10-26,2024-10-01,2024-09-17,2024-09-27,2024-09-19,2024-09-06,0.35775,0.35976,0.36331,0.35646,0.36979
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_mean,2022-11-26,2022-11-21,2022-10-14,2022-11-28,2022-11-25,2022-10-23,2022-11-22,2022-10-24,2022-10-04,0.34956,0.3543,0.36049,0.34836,0.37225
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_mean,2021-10-22,2021-10-15,2021-09-27,2021-12-02,2021-10-22,2021-10-11,2021-10-13,2021-10-07,2021-09-07,0.36032,0.36263,0.36623,0.35918,0.37316
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_mean,2020-09-14,2020-09-09,2020-09-02,2020-12-03,2020-09-13,2020-09-06,2020-09-13,2020-09-08,2020-08-30,0.35861,0.36141,0.36706,0.35722,0.37542
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_mean,2019-11-25,2019-11-15,2019-10-08,2019-12-01,2019-11-23,2019-10-14,2019-11-18,2019-10-15,2019-10-02,0.35705,0.36049,0.36588,0.35516,0.37656
NEON.D16.WREF.DP1.00033,EN,1000,falling,gcc_mean,2018-11-19,2018-11-14,2018-09-19,2018-11-24,2018-11-18,2018-10-05,2018-11-18,2018-11-09,2018-09-08,0.35658,0.35955,0.36531,0.355,0.37552
